date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-01-23,IM,q1,IM1503,2015-03-20,6502.067,,,0.0629661064511911,,,0.0,p
2015-01-23,IM,q2,IM1506,2015-06-19,6502.067,,,6.297417147765722,,,0.0,y
2015-01-23,IM,q2,IM1506,2015-06-19,6502.067,,,6.293005439980957,,,0.0,d
2015-01-23,IM,q2,IM1506,2015-06-19,6502.067,,,6.377451145464509,,,0.0,p
2015-01-26,IM,current,IM1502,2015-02-20,6642.612,,,0.0,,,,y
2015-01-26,IM,current,IM1502,2015-02-20,6642.612,,,0.0,,,,d
2015-01-26,IM,current,IM1502,2015-02-20,6642.612,,,0.0,,,,p
2015-01-26,IM,next,IM1503,2015-03-20,6642.612,,,0.06432714616843528,,,0.0,y
2015-01-26,IM,next,IM1503,2015-03-20,6642.612,,,0.06432714616843528,,,0.0,d
2015-01-26,IM,next,IM1503,2015-03-20,6642.612,,,0.06432714616843528,,,0.0,p
2015-01-26,IM,q1,IM1503,2015-03-20,6642.612,,,0.06432714616843528,,,0.0,y
2015-01-26,IM,q1,IM1503,2015-03-20,6642.612,,,0.06432714616843528,,,0.0,d
2015-01-26,IM,q1,IM1503,2015-03-20,6642.612,,,0.06432714616843528,,,0.0,p
2015-01-26,IM,q2,IM1506,2015-06-19,6642.612,,,6.433538552394855,,,0.0,y
2015-01-26,IM,q2,IM1506,2015-06-19,6642.612,,,6.429031483631711,,,0.0,d
2015-01-26,IM,q2,IM1506,2015-06-19,6642.612,,,6.515302519687399,,,0.0,p
2015-01-27,IM,current,IM1502,2015-02-20,6693.806,,,0.0,,,,y
2015-01-27,IM,current,IM1502,2015-02-20,6693.806,,,0.0,,,,d
2015-01-27,IM,current,IM1502,2015-02-20,6693.806,,,0.0,,,,p
2015-01-27,IM,next,IM1503,2015-03-20,6693.806,,,0.06482290957008313,,,0.0,y
2015-01-27,IM,next,IM1503,2015-03-20,6693.806,,,0.06482290957008313,,,0.0,d
2015-01-27,IM,next,IM1503,2015-03-20,6693.806,,,0.06482290957008313,,,0.0,p
2015-01-27,IM,q1,IM1503,2015-03-20,6693.806,,,0.06482290957008313,,,0.0,y
2015-01-27,IM,q1,IM1503,2015-03-20,6693.806,,,0.06482290957008313,,,0.0,d
2015-01-27,IM,q1,IM1503,2015-03-20,6693.806,,,0.06482290957008313,,,0.0,p
2015-01-27,IM,q2,IM1506,2015-06-19,6693.806,,,6.483121242555186,,,0.0,y
2015-01-27,IM,q2,IM1506,2015-06-19,6693.806,,,6.478579438227439,,,0.0,d
2015-01-27,IM,q2,IM1506,2015-06-19,6693.806,,,6.56551535722674,,,0.0,p
2015-01-28,IM,current,IM1502,2015-02-20,6666.264,,,0.0,,,,y
2015-01-28,IM,current,IM1502,2015-02-20,6666.264,,,0.0,,,,d
2015-01-28,IM,current,IM1502,2015-02-20,6666.264,,,0.0,,,,p
2015-01-28,IM,next,IM1503,2015-03-20,6666.264,,,0.04687257867323914,,,0.35206843550397865,y
2015-01-28,IM,next,IM1503,2015-03-20,6666.264,,,0.04687257867323914,,,0.35206843550397865,d
2015-01-28,IM,next,IM1503,2015-03-20,6666.264,,,0.04687257867323914,,,0.35206843550397865,p
2015-01-28,IM,q1,IM1503,2015-03-20,6666.264,,,0.04687257867323914,,,0.35206843550397865,y
2015-01-28,IM,q1,IM1503,2015-03-20,6666.264,,,0.04687257867323914,,,0.35206843550397865,d
2015-01-28,IM,q1,IM1503,2015-03-20,6666.264,,,0.04687257867323914,,,0.35206843550397865,p
2015-01-28,IM,q2,IM1506,2015-06-19,6666.264,,,6.438762501751174,,,0.002562970048520388,y
2015-01-28,IM,q2,IM1506,2015-06-19,6666.264,,,6.434239384904777,,,0.0025647717553438035,d
2015-01-28,IM,q2,IM1506,2015-06-19,6666.264,,,6.520817601711772,,,0.002530718760971392,p
2015-01-29,IM,current,IM1502,2015-02-20,6625.005,,,0.0,,,,y
2015-01-29,IM,current,IM1502,2015-02-20,6625.005,,,0.0,,,,d
