date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio
2015-06-19,IH,q1,IH1509,2015-09-18,2903.057,2885.6,-17.45699999999988,29.368258561272754,11.911258561272874,1.6457109590446994,0.9503226699794318
2015-06-19,IH,q2,IH1512,2015-12-18,2903.057,2899.6,-3.45699999999988,30.036103702144715,26.579103702144835,1.836141916456347,0.9291924866607175
2015-06-23,IH,current,IH1507,2015-07-17,3003.163,2982.6,-20.563000000000102,25.67100196319761,5.108001963197509,2.5867459250007006,1.0
2015-06-23,IH,next,IH1508,2015-08-21,3003.163,3003.6,0.43699999999989814,28.87171793420478,29.30871793420468,6.03752260024509,1.0
2015-06-23,IH,q1,IH1509,2015-09-18,3003.163,3023.8,20.63700000000017,30.380963062608682,51.01796306260886,7.1271815587613085,0.9503226699794318
2015-06-23,IH,q2,IH1512,2015-12-18,3003.163,3085.4,82.23700000000008,31.0718374811256,113.30883748112568,7.736735351580249,0.9291924866607175
2015-06-24,IH,current,IH1507,2015-07-17,3045.244,3044.2,-1.0440000000003238,26.030709855714043,24.98670985571372,13.021229879224222,1.0
2015-06-24,IH,next,IH1508,2015-08-21,3045.244,3050.8,5.55600000000004,29.276274983685372,34.83227498368541,7.198211697030637,1.0
2015-06-24,IH,q1,IH1509,2015-09-18,3045.244,3083.2,37.955999999999676,30.80666799658584,68.76266799658552,9.583519613929784,0.9503226699794318
2015-06-24,IH,q2,IH1512,2015-12-18,3045.244,3139.0,93.75599999999986,31.507223103898404,125.26322310389827,8.482445619717167,0.9291924866607175
2015-06-25,IH,current,IH1507,2015-07-17,2943.99,2919.2,-24.789999999999964,25.165191855931273,0.375191855931309,0.2114400515424919,1.0
2015-06-25,IH,next,IH1508,2015-08-21,2943.99,2931.6,-12.389999999999873,28.302842330276288,15.912842330276415,3.461221860409216,1.0
2015-06-25,IH,q1,IH1509,2015-09-18,2943.99,2950.0,6.010000000000218,29.78234995792414,35.79234995792436,5.220688982776033,0.9503226699794318
2015-06-25,IH,q2,IH1512,2015-12-18,2943.99,2986.8,42.8100000000004,30.45961169142632,73.26961169142672,5.161402835516895,0.9291924866607175
2015-06-26,IH,current,IH1507,2015-07-17,2736.695,2690.0,-46.695000000000164,23.39323663673037,-23.301763363269792,-14.79912227738981,1.0
2015-06-26,IH,next,IH1508,2015-08-21,2736.695,2706.0,-30.695000000000164,26.309955907138093,-4.385044092862071,-1.0443652274880673,1.0
2015-06-26,IH,q1,IH1509,2015-09-18,2736.695,2720.0,-16.695000000000164,27.685287048563755,10.99028704856359,1.7450031501873746,0.9503226699794318
2015-06-26,IH,q2,IH1512,2015-12-18,2736.695,2769.8,33.10500000000002,28.314860790243163,61.41986079024318,4.680984949977725,0.9291924866607175
2015-06-29,IH,current,IH1507,2015-07-17,2678.368,2654.8,-23.567999999999756,22.89465812750279,-0.673341872496966,-0.5097834524220067,1.0
2015-06-29,IH,next,IH1508,2015-08-21,2678.368,2674.2,-4.16800000000012,25.7492135525112,21.58121355251108,5.549100744048237,1.0
2015-06-29,IH,q1,IH1509,2015-09-18,2678.368,2688.6,10.231999999999971,27.095232352047855,37.32723235204783,6.2800541448648595,0.9503226699794318
2015-06-29,IH,q2,IH1512,2015-12-18,2678.368,2751.2,72.83199999999988,27.71138803010273,100.5433880301026,7.966135432964509,0.9291924866607175
2015-06-30,IH,current,IH1507,2015-07-17,2870.025,2847.8,-22.22499999999991,21.74971942672634,-0.47528057327356876,-0.3555562576978015,1.0
2015-06-30,IH,next,IH1508,2015-08-21,2870.025,2878.6,8.574999999999818,24.808539362470707,33.38353936247053,8.164624582673657,1.0
2015-06-30,IH,q1,IH1509,2015-09-18,2870.025,2882.8,12.775000000000091,26.25087574236331,39.0258757423634,6.203972372175608,0.9450556852255797
2015-06-30,IH,q2,IH1512,2015-12-18,2870.025,2933.0,62.97499999999991,26.91112190715823,89.88612190715814,6.685035497452005,0.9218693835232397
2015-07-01,IH,current,IH1507,2015-07-17,2736.847,2696.2,-40.64700000000039,20.740465453742637,-19.906534546257753,-16.592736800285326,1.0
2015-07-01,IH,next,IH1508,2015-08-21,2736.847,2709.8,-27.047000000000025,23.657346722958813,-3.389653277041212,-0.8863953029619752,1.0
2015-07-01,IH,q1,IH1509,2015-09-18,2736.847,2725.0,-11.847000000000207,25.032754252266024,13.185754252265816,2.2259747370277383,0.9450556852255797
2015-07-01,IH,q2,IH1512,2015-12-18,2736.847,2753.2,16.35299999999961,25.66236296138197,42.015362961381584,3.296108835094733,0.9218693835232397
2015-07-02,IH,current,IH1507,2015-07-17,2714.247,2740.4,26.153000000000247,20.569197378013673,46.72219737801392,41.886637541277764,1.0
2015-07-02,IH,next,IH1508,2015-08-21,2714.247,2740.6,26.353000000000065,23.461991982288662,49.81499198228873,13.397802096519138,1.0
2015-07-02,IH,q1,IH1509,2015-09-18,2714.247,2760.0,45.753000000000156,24.826041839733932,70.57904183973409,12.168152766845644,0.9450556852255797
2015-07-02,IH,q2,IH1512,2015-12-18,2714.247,2805.4,91.15300000000025,25.450451443154154,116.6034514431544,9.27829547816274,0.9218693835232397
2015-07-03,IH,current,IH1507,2015-07-17,2582.266,2596.0,13.733999999999924,13.673381544125759,27.407381544125684,27.671416897312767,1.0
2015-07-03,IH,next,IH1508,2015-08-21,2582.266,2611.6,29.333999999999833,16.42551322248914,45.75951322248898,13.200099452446167,1.0
2015-07-03,IH,q1,IH1509,2015-09-18,2582.266,2625.4,43.134000000000015,17.723235783916216,60.85723578391623,11.17154873626468,0.9267784631853312
2015-07-03,IH,q2,IH1512,2015-12-18,2582.266,2677.0,94.73399999999992,18.317283300220193,113.05128330022012,9.511699083511745,0.8967221259438449
2015-07-06,IH,current,IH1507,2015-07-17,2749.998,2756.8,6.802000000000135,14.561540871305569,21.363540871305702,25.777514344065246,1.0
2015-07-06,IH,next,IH1508,2015-08-21,2749.998,2758.0,8.001999999999953,17.49243823479792,25.494438234797872,7.356108081676409,1.0
