date,product,role,contract,expire,spot,future,basis_raw,dpv_pts,basis_adj,annualized_rate,announced_ratio,calibre
2015-01-12,IC,q2,IC1506,2015-06-19,5332.221,,,30.597412999741277,,,0.0017554890678933817,d
2015-01-12,IC,q2,IC1506,2015-06-19,5332.221,,,30.722735123475637,,,0.001748328194445863,p
2015-01-12,IC,q2,IC1506,2015-06-19,5332.221,,,30.722735123475637,,,0.001748328194445863,pq
2015-01-13,IC,current,IC1501,2015-01-16,5405.091,,,0.0,,,,y
2015-01-13,IC,current,IC1501,2015-01-16,5405.091,,,0.0,,,,d
2015-01-13,IC,current,IC1501,2015-01-16,5405.091,,,0.0,,,,p
2015-01-13,IC,current,IC1501,2015-01-16,5405.091,,,0.0,,,,pq
2015-01-13,IC,next,IC1502,2015-02-20,5405.091,,,0.05444747034805758,,,1.0,y
2015-01-13,IC,next,IC1502,2015-02-20,5405.091,,,0.05444747034805758,,,1.0,d
2015-01-13,IC,next,IC1502,2015-02-20,5405.091,,,0.05444747034805758,,,1.0,p
2015-01-13,IC,next,IC1502,2015-02-20,5405.091,,,0.05444747034805758,,,1.0,pq
2015-01-13,IC,q1,IC1503,2015-03-20,5405.091,,,0.20276435798125744,,,0.26852584394092793,y
2015-01-13,IC,q1,IC1503,2015-03-20,5405.091,,,0.20276435798125744,,,0.26852584394092793,d
2015-01-13,IC,q1,IC1503,2015-03-20,5405.091,,,0.20276435798125744,,,0.26852584394092793,p
2015-01-13,IC,q1,IC1503,2015-03-20,5405.091,,,0.20276435798125744,,,0.26852584394092793,pq
2015-01-13,IC,q2,IC1506,2015-06-19,5405.091,,,31.004224880630666,,,0.0017561306743737583,y
2015-01-13,IC,q2,IC1506,2015-06-19,5405.091,,,31.015556487284492,,,0.0017554890678933817,d
2015-01-13,IC,q2,IC1506,2015-06-19,5405.091,,,31.142591260055067,,,0.001748328194445863,p
2015-01-13,IC,q2,IC1506,2015-06-19,5405.091,,,31.142591260055067,,,0.001748328194445863,pq
2015-01-14,IC,current,IC1501,2015-01-16,5379.738,,,0.0,,,,y
2015-01-14,IC,current,IC1501,2015-01-16,5379.738,,,0.0,,,,d
2015-01-14,IC,current,IC1501,2015-01-16,5379.738,,,0.0,,,,p
2015-01-14,IC,current,IC1501,2015-01-16,5379.738,,,0.0,,,,pq
2015-01-14,IC,next,IC1502,2015-02-20,5379.738,,,0.054192080250881736,,,1.0,y
2015-01-14,IC,next,IC1502,2015-02-20,5379.738,,,0.054192080250881736,,,1.0,d
2015-01-14,IC,next,IC1502,2015-02-20,5379.738,,,0.054192080250881736,,,1.0,p
2015-01-14,IC,next,IC1502,2015-02-20,5379.738,,,0.054192080250881736,,,1.0,pq
2015-01-14,IC,q1,IC1503,2015-03-20,5379.738,,,0.20181327597951154,,,0.26852584394092793,y
2015-01-14,IC,q1,IC1503,2015-03-20,5379.738,,,0.20181327597951154,,,0.26852584394092793,d
2015-01-14,IC,q1,IC1503,2015-03-20,5379.738,,,0.20181327597951154,,,0.26852584394092793,p
2015-01-14,IC,q1,IC1503,2015-03-20,5379.738,,,0.20181327597951154,,,0.26852584394092793,pq
2015-01-14,IC,q2,IC1506,2015-06-19,5379.738,,,30.858797150848016,,,0.0017561306743737583,y
2015-01-14,IC,q2,IC1506,2015-06-19,5379.738,,,30.870075605718924,,,0.0017554890678933817,d
2015-01-14,IC,q2,IC1506,2015-06-19,5379.738,,,30.99651451200102,,,0.001748328194445863,p
2015-01-14,IC,q2,IC1506,2015-06-19,5379.738,,,30.99651451200102,,,0.001748328194445863,pq
2015-01-15,IC,current,IC1501,2015-01-16,5449.038,,,0.0,,,,y
2015-01-15,IC,current,IC1501,2015-01-16,5449.038,,,0.0,,,,d
